dataset,method,sample_id,split,label,target,score_value
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0022,validation,no_chatter,0,-0.23993542096952125
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0003,validation,no_chatter,0,-0.1519543878471048
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0004,validation,no_chatter,0,-0.2768750926488661
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0008,validation,no_chatter,0,-0.3437372711741946
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0012,validation,no_chatter,0,-0.3102875656646955
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0013,validation,no_chatter,0,-0.17555094520798442
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0017,validation,no_chatter,0,-0.33302419107516923
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0021,validation,no_chatter,0,-0.4331017534607189
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0023,validation,no_chatter,0,-0.36614022718958283
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p030_window_0011,validation,no_chatter,0,-0.3873237751792198
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p030_window_0012,validation,no_chatter,0,-0.368151290620899
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p030_window_0019,validation,no_chatter,0,-0.18287714495449903
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p030_window_0020,validation,no_chatter,0,-0.15009021863500593
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0003,validation,no_chatter,0,-0.1187013319854342
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0020,validation,no_chatter,0,-0.46581291681275205
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0022,validation,no_chatter,0,-0.5566290063465547
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0009,validation,no_chatter,0,-0.2951421868672375
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0015,validation,no_chatter,0,-0.4603332952712027
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0016,validation,no_chatter,0,-0.44348776436483117
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0017,validation,no_chatter,0,-0.5206399495086218
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p060_xAccDetached_window_0003,validation,no_chatter,0,-0.307440254853691
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0000,validation,no_chatter,0,-0.026029378966255123
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0005,validation,no_chatter,0,-0.45208707601778886
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p015_window_0007,validation,no_chatter,0,-0.4210460607079949
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p017_window_0002,validation,no_chatter,0,-0.43219463518813317
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p017_window_0003,validation,no_chatter,0,-0.4702148081670652
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p017_window_0004,validation,no_chatter,0,-0.2757910778704631
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p017_window_0005,validation,no_chatter,0,-0.37129595075867194
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0006,validation,chatter,1,0.2504100473787465
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0007,validation,chatter,1,0.9463712604890644
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0004,validation,chatter,1,0.4618096900739437
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0005,validation,chatter,1,0.875090304824515
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0006,validation,chatter,1,0.9863287892105712
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0007,validation,chatter,1,0.5516509063910126
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p001_window_0001,validation,no_chatter,0,0.04163895017844044
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p001_window_0002,validation,chatter,1,-0.099169765635861
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p001_window_0003,validation,chatter,1,0.3553169679255437
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p001_window_0004,validation,chatter,1,0.5175926478787544
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p001_window_0005,validation,chatter,1,0.7233415210610701
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p002_window_0001,validation,chatter,1,1.196344632284571
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p002_window_0002,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p002_window_0004,validation,chatter,1,-0.11780707695304793
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p002_window_0007,validation,chatter,1,1.1787325078938924
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0000,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0001,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0002,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0003,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0004,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0005,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0006,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0007,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0008,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0009,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0010,validation,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0009,validation,no_chatter,0,-0.49469089753175166
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p012_window_0006,validation,no_chatter,0,-0.487455293256543
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p012_window_0008,validation,no_chatter,0,-0.454439939262095
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p012_window_0009,validation,no_chatter,0,-0.5324677266258424
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p014_window_0003,validation,no_chatter,0,-0.3491487135964073
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p014_window_0004,validation,no_chatter,0,-0.41174697475760125
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p014_window_0005,validation,no_chatter,0,-0.40553280250839796
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_window_0000,validation,no_chatter,0,-0.07094419299161392
turning,one_class_svm_image_features,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p025_window_0000,validation,no_chatter,0,-0.027974198012263418
turning,one_class_svm_image_features,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p025_window_0003,validation,no_chatter,0,-0.246950868380162
turning,one_class_svm_image_features,3p5inchStickout_F_14-Jun-2017_rpm770_doc0p005_window_0000,validation,no_chatter,0,-0.06981398565287322
turning,one_class_svm_image_features,3p5inchStickout_F_14-Jun-2017_rpm770_doc0p015_window_0000,validation,no_chatter,0,-0.07012426375430847
turning,one_class_svm_image_features,3p5inchStickout_F_14-Jun-2017_rpm770_doc0p015_window_0003,validation,no_chatter,0,0.30381992726292517
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0000,validation,no_chatter,0,0.0016233258738478362
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0002,validation,no_chatter,0,-0.0003595456184990464
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0005,validation,no_chatter,0,0.019297882406236644
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0000,validation,no_chatter,0,-0.22177159787482403
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0001,validation,no_chatter,0,-0.15726871358561212
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0010,validation,no_chatter,0,-0.03496533076559105
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p014_window_0002,validation,no_chatter,0,-0.03470435890835377
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p015_window_0003,validation,no_chatter,0,0.2359021769647085
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0001,validation,no_chatter,0,0.030449398606014144
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0002,validation,no_chatter,0,-0.2362104110826342
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0004,validation,no_chatter,0,-0.16096571581203478
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0005,validation,no_chatter,0,-0.1676490286400527
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0000,test,no_chatter,0,-0.05734214114498948
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0003,test,no_chatter,0,-0.018258775697680196
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0004,test,no_chatter,0,-0.27812327399245507
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0012,test,no_chatter,0,-0.5860013248702509
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0022,test,no_chatter,0,-0.3754174628839524
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0003,test,no_chatter,0,-0.014416866854713328
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0008,test,no_chatter,0,-0.3980313306426182
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0009,test,no_chatter,0,-0.40929135856241317
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0012,test,no_chatter,0,-0.40633068122390537
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0013,test,no_chatter,0,-0.47860649679366585
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0014,test,no_chatter,0,-0.5044601845386156
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0017,test,no_chatter,0,-0.43670524105488284
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0022,test,no_chatter,0,-0.45463652179243175
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0023,test,no_chatter,0,-0.5745011026050844
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0003,test,no_chatter,0,-0.3758128063290598
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0005,test,no_chatter,0,-0.35539765029123505
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0002,test,no_chatter,0,-0.339793567167169
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0005,test,no_chatter,0,0.1651853548136517
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0002,test,no_chatter,0,-0.2717103285706117
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p002_window_0002,test,chatter,1,0.4111489966081072
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p002_window_0003,test,chatter,1,1.1073940319175124
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p005_window_0001,test,no_chatter,0,-0.21403705498481407
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p005_window_0002,test,chatter,1,0.15707766780726717
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0000,test,no_chatter,0,-0.023636078623668455
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0001,test,no_chatter,0,-0.1810215280182348
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0002,test,chatter,1,0.5064525206895925
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0003,test,chatter,1,0.25666699311518437
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0004,test,chatter,1,1.3918982808293223
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0005,test,chatter,1,1.503871732892511
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0000,test,no_chatter,0,-0.01976371260853038
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0006,test,chatter,1,0.8066315050879537
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0007,test,chatter,1,1.5045972682885234
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0001,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0002,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0003,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0004,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0005,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0006,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0007,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0008,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0009,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0010,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0011,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0012,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0013,test,chatter,1,1.507437501886433
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0001,test,no_chatter,0,0.04124829703198296
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0007,test,no_chatter,0,-0.2931903881073794
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0010,test,no_chatter,0,-0.3586339067251274
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p003_window_0001,test,no_chatter,0,-0.14799302074277065
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0000,test,no_chatter,0,-0.07691928160264694
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0004,test,no_chatter,0,-0.3121620677015162
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0008,test,no_chatter,0,0.1475209485687654
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p010_window_0003,test,no_chatter,0,-0.4052639977442267
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p010_window_0006,test,no_chatter,0,-0.26996026461584144
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p010_window_0009,test,no_chatter,0,-0.4407791555827787
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p012_window_0002,test,chatter,1,0.15830123471178292
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_trial2_window_0002,test,chatter,1,0.8564735391672547
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_trial2_window_0003,test,chatter,1,1.3307940347637304
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_trial2_window_0004,test,chatter,1,1.2224618263561906
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_trial2_window_0005,test,chatter,1,0.9487551733399686
turning,one_class_svm_image_features,3inchStickout_F_12-Jun-2017_rpm570_doc0p015_window_0001,test,no_chatter,0,-0.0852695214048611
turning,one_class_svm_image_features,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p030_window_0001,test,no_chatter,0,-0.032747830053452276
turning,one_class_svm_image_features,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p030_window_0009,test,no_chatter,0,-0.033633404430490677
turning,one_class_svm_image_features,3p5inchStickout_F_14-Jun-2017_rpm770_doc0p008_window_0003,test,no_chatter,0,-0.27018995208967556
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p010_window_0002,test,no_chatter,0,-0.003106825996122442
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p025_window_0006,test,no_chatter,0,-0.1965964549499979
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p005_window_0001,test,no_chatter,0,-0.013801686110975986
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p005_window_0002,test,no_chatter,0,-0.10349904933142184
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p010_window_0001,test,no_chatter,0,0.008990440264473154
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p012_window_0002,test,no_chatter,0,-0.16541697851822756
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p013_window_0000,test,no_chatter,0,-0.015801031636206275
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p013_window_0002,test,no_chatter,0,-0.09455202259481821
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p016_window_0000,test,no_chatter,0,-0.03787211988150152
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p010_window_0003,test,no_chatter,0,-0.17166509630347004
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p020_window_0002,test,no_chatter,0,-0.21398866188789145
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0001,validation,chatter,1,0.26755491684113086
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0002,validation,chatter,1,0.260492226137662
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0003,validation,chatter,1,0.277091797964764
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0005,validation,no_chatter,0,0.06755223983934544
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0006,validation,chatter,1,0.09629986179057215
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0007,validation,chatter,1,0.10901931873227055
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0008,validation,chatter,1,0.1127027191034804
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0009,validation,chatter,1,0.08005750309383519
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0010,validation,chatter,1,0.03400938014436794
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0011,validation,chatter,1,0.028303505091203163
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0005,validation,no_chatter,0,-0.09510412302591548
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0006,validation,no_chatter,0,-0.10905764670256118
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0008,validation,no_chatter,0,-0.08955565209192295
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0011,validation,no_chatter,0,0.034378446941364604
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0013,validation,no_chatter,0,0.017519766465279085
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0001,validation,no_chatter,0,-0.12243297670454928
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0003,validation,no_chatter,0,-0.07835056699699244
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0013,validation,no_chatter,0,-0.11387034706492466
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0014,validation,no_chatter,0,-0.12055297700883516
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0000,validation,no_chatter,0,-0.12049082168900288
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0003,validation,no_chatter,0,-0.11566923985406563
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0004,validation,no_chatter,0,-0.08481170529653048
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0006,validation,no_chatter,0,-0.09797939675438216
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0013,validation,no_chatter,0,-0.10045406741427554
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0014,validation,no_chatter,0,-0.10908824374328524
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0022,validation,no_chatter,0,-0.10245009213061301
